Date,V,MA,spread,anchor,anchor_var,residual,signal_vol,zscore,position,gross_return,transaction_cost,net_return,equity,turnover
2012-01-27,22.9298,32.8127,-7.234652875600183,-7.151474202043452,1.7252614801513266,-0.08317867355673148,0.22210773472412057,-0.3744969695001729,0.0,-0.0,0.0,-0.0,1.005248569117834,0.0
2012-01-30,22.663,33.1128,-7.683639203030086,-7.182513708587857,1.6512921390836062,-0.5011254944422294,0.2814186454815263,-1.7807117704826199,0.0,-0.0,0.0,-0.0,1.005248569117834,0.0
2012-01-31,22.8341,33.4486,-7.71639847910793,-7.212413545584871,1.5855381719882309,-0.5039849335230588,0.3161668867336409,-1.5940471778363299,0.0,-0.0,0.0,-0.0,1.005248569117834,0.0
2012-02-01,23.26,33.6421,-7.407969503292161,-7.222959887213198,1.5268142258685444,-0.18500961607896294,0.3052806871038817,-0.606031183413864,0.0,0.0,0.0,0.0,1.005248569117834,0.0
2012-02-02,24.0633,35.897,-7.973586363411098,-7.262044892344342,1.4741501072290304,-0.7115414710667558,0.358130847584821,-1.9868198337710403,0.0,-0.0,0.0,-0.0,1.005248569117834,0.0
2012-02-03,24.2879,36.7194,-8.248253393328973,-7.311745236162634,1.4267440341495266,-0.9365081571663394,0.42705493303566444,-2.1929454145612906,1.0,-0.0,0.001,-0.001,1.004243320548716,1.0
2012-02-06,24.3595,36.8121,-8.232930209566067,-7.356775531370783,1.3839275755342428,-0.8761546781952845,0.45922141203671946,-1.9079133838934037,1.0,0.0003289669100376062,0.0,0.0003289669100376062,1.004573683370803,0.0
2012-02-07,24.2762,36.9607,-8.406443099456386,-7.406648306069028,1.3451390050274865,-0.9997947933873581,0.49413955913330454,-2.023304499524278,1.0,-0.003714875808018073,0.0,-0.003714875808018073,1.0008418168970772,0.0
2012-02-08,24.5879,37.1501,-8.20972507351578,-7.443805312711912,1.3099028040163647,-0.765919760803869,0.48977092193018495,-1.563832654224107,1.0,0.004211069814674197,0.0,0.004211069814674197,1.005056431661476,0.0
2012-02-09,25.5065,37.2935,-7.3781811193453315,-7.440843373706038,1.2778137194268222,0.06266225436070627,0.48197932276475886,0.13001025438448122,0.0,0.01763943749514336,0.001,0.01663943749514336,1.0217800053351989,1.0
2012-02-10,25.8445,37.2677,-7.024518316120766,-7.422483312925095,1.2485242375353534,0.39796499680432973,0.5057069857516847,0.7869477939142824,0.0,0.0,0.0,0.0,1.0217800053351989,0.0
2012-02-13,25.5729,37.3155,-7.32513699806395,-7.418282425993054,1.2217346491680598,0.09314542792910352,0.4914253954218353,0.18954133994061967,0.0,-0.0,0.0,-0.0,1.0217800053351989,0.0
2012-02-14,26.1475,37.2119,-6.68764295100717,-7.387385944663373,1.1971851015635633,0.6997429936562032,0.5420850161934048,1.2908362576960608,0.0,0.0,0.0,0.0,1.0217800053351989,0.0
2012-02-15,26.1671,36.9656,-6.51851781789826,-7.351335831277485,1.1746491882380419,0.8328180133792245,0.590807922627745,1.4096256693293612,0.0,0.0,0.0,0.0,1.0217800053351989,0.0
2012-02-16,25.8729,36.9835,-6.823584646492044,-7.329825217959725,1.153928740360248,0.5062405714676812,0.5849176390496289,0.8654903488467508,0.0,-0.0,0.0,-0.0,1.0217800053351989,0.0
2012-02-17,26.1475,37.2547,-6.7136262059688505,-7.305124824054548,1.1348495647223966,0.5914986180856978,0.5824999472967152,1.015448363267231,0.0,0.0,0.0,0.0,1.0217800053351989,0.0
2012-02-21,25.959,37.5897,-7.105499813729661,-7.297246878321326,1.1172579333767787,0.1917470645916648,0.555145761637411,0.34539949296578226,0.0,-0.0,0.0,-0.0,1.0217800053351989,0.0
2012-02-22,26.4475,38.2725,-7.0315177223239225,-7.286912649227251,1.1010176745675269,0.2553949269033282,0.5305036051904277,0.4814197762363039,0.0,0.0,0.0,0.0,1.0217800053351989,0.0
2012-02-23,26.4767,38.2057,-6.961764417851022,-7.27443999433868,1.0860077480066745,0.3126755764876581,0.5085988692689546,0.6147783555576696,0.0,0.0,0.0,0.0,1.0217800053351989,0.0
2012-02-24,26.7201,39.0999,-7.261220179223304,-7.273939368280496,1.0721202128342355,0.012719189057191826,0.4848241527726694,0.0262346440136116,0.0,-0.0,0.0,-0.0,1.0217800053351989,0.0
2012-02-27,26.5648,39.6431,-7.74628896649396,-7.291612361082391,1.05925851590271,-0.45467660541156896,0.49153703914459146,-0.9250098552142282,0.0,-0.0,0.0,-0.0,1.0217800053351989,0.0
2012-02-28,27.0427,39.8845,-7.414939381161009,-7.296174713965608,1.0473360428730327,-0.1187646671954008,0.4704904982168517,-0.25242734475088485,0.0,0.0,0.0,0.0,1.0217800053351989,0.0
2012-02-29,26.4505,39.5106,-7.78015015148409,-7.313889784279643,1.0362748861150248,-0.4662603672044474,0.472756739445493,-0.986258530658568,0.0,-0.0,0.0,-0.0,1.0217800053351989,0.0
